hour,A10,A100-SXM4-80GB,GPU-series-1,H800,GPU-series-2,A800-SXM4-80GB
2175,3600.949999999998,2953.0,1441.0,1365.0,734.0,153.0
2176,3604.349999999998,3020.0,1441.0,1669.0,769.0,206.0
2177,3596.449999999998,2837.0,1440.0,2093.0,1254.0,173.0
2178,3599.949999999998,3018.0,1440.0,1701.0,627.0,160.0
2179,3599.149999999998,2862.0,1440.0,1613.0,639.0,162.0
2180,3600.949999999998,3112.0,1441.0,1621.0,1189.0,219.0
2181,3603.949999999998,2914.0,1440.0,1461.0,856.0,184.0
2182,3602.649999999998,2891.0,1440.0,1493.0,910.0,160.0
2183,3605.949999999998,2812.0,1439.0,1493.0,688.0,152.0
2184,3597.949999999998,2028.0,1431.0,1485.0,591.0,141.0
2185,3602.949999999998,2045.0,1433.0,1437.0,823.0,124.0
2186,3593.949999999998,2056.0,1433.0,1445.0,571.0,123.0
2187,3595.149999999998,2058.0,1433.0,1429.0,571.0,123.0
2188,3599.949999999998,2063.0,1435.0,1405.0,571.0,111.0
2189,3593.449999999998,2070.0,1435.0,1405.0,572.0,111.0
2190,3609.949999999998,2120.0,1437.0,1405.0,572.0,111.0
2191,3612.449999999998,2084.0,1437.0,1405.0,573.0,111.0
2192,3605.449999999998,2125.0,1437.0,1413.0,573.0,111.0
2193,3605.949999999998,2205.0,1441.0,1501.0,573.0,115.0
2194,3612.949999999998,2778.0,1438.0,1541.0,586.0,143.0
2195,3612.949999999998,2914.0,1438.0,1621.0,1352.0,155.0
2196,3606.649999999998,2779.0,1439.0,1477.0,1094.0,149.0
2197,3602.949999999998,2883.0,1438.0,1581.0,1344.0,157.0
2198,3634.449999999998,3123.0,1438.0,1621.0,1343.0,176.0
2199,3609.949999999998,2962.0,1440.0,1621.0,1365.0,158.0
2200,3617.449999999998,3150.0,1438.0,1573.0,1616.0,160.0
2201,3616.949999999998,2972.0,1438.0,1597.0,1222.0,172.0
2202,3624.349999999998,2872.0,1438.0,1589.0,977.0,146.0
2203,3633.949999999998,2806.0,1437.0,2581.0,892.0,128.0
2204,3635.149999999998,2808.0,1439.0,1589.0,1149.0,125.0
2205,3634.949999999998,2842.0,1440.0,1533.0,974.0,173.0
2206,3626.449999999998,2821.0,1441.0,1533.0,938.0,149.0
2207,3635.149999999998,2757.0,1441.0,1557.0,1190.0,149.0
2208,3613.2499999999977,2309.0,1437.0,1509.0,869.0,127.0
2209,3637.2499999999977,2278.0,1437.0,1525.0,600.0,127.0
2210,3628.549999999998,2263.0,1437.0,1461.0,744.0,125.0
2211,3618.049999999998,2461.0,1437.0,1461.0,728.0,125.0
2212,3625.049999999998,2791.0,1442.0,1461.0,728.0,125.0
2213,3620.849999999998,2573.0,1440.0,1461.0,729.0,125.0
2214,3634.349999999998,2460.0,1441.0,1461.0,664.0,125.0
2215,3641.349999999998,2463.0,1439.0,1461.0,666.0,125.0
2216,3631.849999999998,2490.0,1439.0,1477.0,665.0,125.0
2217,3634.849999999998,2764.0,1443.0,1517.0,1146.0,125.0
2218,3634.349999999998,2550.0,1442.0,1493.0,698.0,125.0
2219,3630.549999999998,2672.0,1443.0,1477.0,704.0,165.0
2220,3690.049999999998,2600.0,1441.0,1477.0,703.0,117.0
2221,3729.549999999998,2558.0,1440.0,1445.0,711.0,133.0
2222,3888.149999999998,2573.0,1440.0,1485.0,719.0,93.0
2223,3886.649999999998,2594.0,1446.0,1493.0,683.0,93.0
2224,3844.149999999998,2669.0,1443.0,1453.0,716.0,93.0
2225,4029.8499999999976,2739.0,1443.0,1453.0,843.0,101.0
2226,4109.549999999997,2749.0,1447.0,1453.0,835.0,101.0
2227,4105.749999999997,2723.0,1444.0,1597.0,795.0,101.0
2228,4012.349999999997,2787.0,1444.0,2285.0,831.0,101.0
2229,4151.149999999997,2810.0,1445.0,2109.0,807.0,157.0
2230,4181.149999999997,2910.0,1441.0,1741.0,817.0,149.0
2231,4145.0499999999965,2929.0,1441.0,2021.0,847.0,141.0
2232,4206.5499999999965,2812.0,1431.0,1565.0,391.0,105.0
2233,4240.749999999996,2735.0,1431.0,1517.0,415.0,105.0
2234,4302.0499999999965,2729.0,1431.0,1677.0,390.0,105.0
2235,4392.0499999999965,2723.0,1431.0,1453.0,390.0,105.0
2236,4440.5499999999965,2711.0,1431.0,1325.0,390.0,105.0
2237,4427.0499999999965,2709.0,1432.0,1325.0,391.0,105.0
2238,4405.5499999999965,2696.0,1438.0,1325.0,390.0,105.0
2239,4503.0499999999965,2732.0,1435.0,1325.0,390.0,105.0
2240,4530.0499999999965,2717.0,1435.0,1325.0,390.0,101.0
2241,4656.0499999999965,2736.0,1436.0,1453.0,390.0,101.0
2242,4537.0499999999965,2757.0,1434.0,1693.0,393.0,109.0
2243,4390.249999999996,2765.0,1434.0,1501.0,510.0,109.0
2244,4502.449999999996,2906.0,1442.0,1501.0,511.0,101.0
2245,4612.149999999996,2902.0,1440.0,1501.0,525.0,101.0
2246,4619.649999999996,2928.0,1440.0,1501.0,802.0,141.0
2247,4585.349999999996,2894.0,1440.0,1549.0,791.0,157.0
2248,4649.049999999996,2930.0,1440.0,1525.0,788.0,149.0
2249,4543.249999999995,2937.0,1440.0,1589.0,795.0,149.0
2250,4536.849999999996,2916.0,1440.0,1589.0,544.0,149.0
2251,4522.049999999996,2876.0,1440.0,1541.0,551.0,149.0
2252,4805.549999999996,2905.0,1441.0,1597.0,653.0,149.0
2253,4830.349999999996,2949.0,1441.0,1549.0,710.0,149.0
2254,4751.549999999996,2888.0,1436.0,1645.0,655.0,149.0
2255,4718.549999999996,3016.0,1436.0,1597.0,607.0,149.0
2256,4444.249999999995,2593.0,1359.0,461.0,300.0,126.0
2257,4563.949999999995,2468.0,1352.0,501.0,233.0,126.0
2258,4524.249999999995,2313.0,1351.0,497.0,190.0,93.0
2259,4551.749999999995,2316.0,1354.0,545.0,252.0,93.0
2260,4537.749999999995,2315.0,1354.0,545.0,194.0,85.0
2261,4780.749999999995,2308.0,1355.0,497.0,194.0,85.0
2262,4437.249999999995,2307.0,1367.0,497.0,194.0,77.0
2263,4380.749999999995,2336.0,1362.0,497.0,194.0,77.0
2264,4747.249999999995,2317.0,1360.0,545.0,213.0,77.0
2265,4693.749999999995,2389.0,1363.0,497.0,541.0,77.0
2266,4683.949999999995,2759.0,1362.0,889.0,576.0,81.0
2267,4829.249999999995,3087.0,1363.0,889.0,914.0,87.0
2268,4623.249999999995,2772.0,1365.0,1097.0,855.0,85.0
2269,4660.949999999995,2549.0,1365.0,1785.0,761.0,113.0
2270,4635.949999999995,2935.0,1366.0,1489.0,877.0,111.0
2271,4295.749999999995,3011.0,1371.0,1360.0,1165.0,131.0
2272,4225.249999999995,2967.0,1368.0,1559.0,1025.0,112.0
2273,4310.149999999995,2898.0,1364.0,1691.0,800.0,169.0
2274,4392.249999999995,2811.0,1376.0,1563.0,763.0,172.0
2275,4440.049999999996,3095.0,1370.0,2771.0,802.0,166.0
2276,4379.349999999996,3271.0,1376.0,2003.0,894.0,156.0
2277,4268.549999999996,3060.0,1373.0,1515.0,890.0,150.0
2278,4360.849999999996,3066.0,1374.0,1499.0,871.0,168.0
2279,4592.349999999996,3225.0,1376.0,1499.0,541.0,179.0
2280,4547.749999999995,2255.0,1416.0,767.0,465.0,135.0
2281,4493.049999999996,2272.0,1396.0,551.0,517.0,119.0
2282,4310.749999999995,2125.0,1376.0,503.0,493.0,118.0
2283,4373.749999999995,2065.0,1377.0,503.0,494.0,117.0
2284,4313.749999999995,2076.0,1379.0,503.0,493.0,101.0
2285,4357.449999999995,2100.0,1379.0,503.0,493.0,101.0
2286,4294.249999999995,2075.0,1378.0,503.0,496.0,105.0
2287,4296.249999999995,2110.0,1375.0,503.0,494.0,101.0
2288,4294.749999999995,2088.0,1374.0,503.0,494.0,125.0
2289,4301.249999999995,2198.0,1376.0,519.0,559.0,151.0
2290,4317.449999999995,2544.0,1379.0,1191.0,598.0,145.0
2291,4261.749999999995,2693.0,1376.0,1319.0,590.0,158.0
2292,4290.249999999995,2848.0,1376.0,1031.0,589.0,139.0
2293,4108.549999999996,2717.0,1378.0,1039.0,577.0,151.0
2294,4222.049999999996,3018.0,1377.0,1727.0,654.0,155.0
2295,4243.049999999996,2756.0,1378.0,1335.0,618.0,168.0
2296,4272.549999999996,3097.0,1377.0,1487.0,698.0,194.0
2297,4069.2499999999955,3005.0,1379.0,1391.0,651.0,179.0
2298,4064.2499999999955,2937.0,1377.0,1503.0,665.0,158.0
2299,4006.2499999999955,2776.0,1379.0,1503.0,660.0,156.0
2300,4170.549999999996,3015.0,1377.0,1503.0,679.0,156.0
2301,4116.249999999995,3616.0,1379.0,1503.0,680.0,160.0
2302,4228.249999999995,3222.0,1377.0,2079.0,685.0,157.0
2303,4132.749999999995,3273.0,1379.0,1703.0,711.0,157.0
2304,3997.2499999999955,2905.0,1420.0,1519.0,673.0,132.0
2305,4017.9499999999953,2807.0,1407.0,1519.0,626.0,131.0
2306,4025.2499999999955,2747.0,1381.0,1515.0,616.0,113.0
2307,4081.7499999999955,2687.0,1378.0,1515.0,593.0,113.0
2308,4066.5499999999956,2701.0,1377.0,1515.0,594.0,113.0
2309,3964.5499999999956,2729.0,1380.0,1563.0,616.0,121.0
2310,3904.2499999999955,2736.0,1380.0,1563.0,593.0,113.0
2311,3901.2499999999955,2752.0,1378.0,1563.0,563.0,109.0
2312,3929.7499999999955,2763.0,1379.0,1675.0,563.0,133.0
2313,3866.2499999999955,2862.0,1379.0,1627.0,643.0,146.0
2314,3804.2499999999955,3070.0,1392.0,1627.0,1293.0,169.0
2315,3616.0499999999956,3151.0,1408.0,2147.0,1271.0,165.0
2316,3580.349999999996,3027.0,1390.0,1699.0,966.0,166.0
2317,3447.0499999999956,3109.0,1389.0,1659.0,1415.0,167.0
2318,3413.849999999996,3375.0,1392.0,1627.0,1418.0,172.0
2319,3429.0499999999956,3165.0,1394.0,2251.0,1551.0,180.0
2320,3478.7499999999955,3083.0,1394.0,2211.0,1259.0,180.0
2321,3421.0499999999956,3321.0,1386.0,2187.0,983.0,167.0
2322,3409.7499999999955,3101.0,1374.0,2059.0,1076.0,157.0
2323,3412.5499999999956,3028.0,1383.0,2531.0,1125.0,158.0
2324,3401.349999999996,3059.0,1374.0,1867.0,1119.0,157.0
2325,3385.849999999996,3209.0,1373.0,1734.0,868.0,151.0
2326,3410.4499999999957,3056.0,1375.0,1476.0,839.0,155.0
2327,3397.249999999996,3133.0,1381.0,1604.0,944.0,143.0
2328,3364.849999999996,2284.0,1374.0,1324.0,602.0,101.0
2329,3375.5499999999956,2241.0,1364.0,1204.0,504.0,99.0
2330,3359.5499999999956,2171.0,1361.0,1196.0,332.0,94.0
2331,3360.1499999999955,2192.0,1360.0,1196.0,327.0,94.0
2332,3359.9499999999957,2187.0,1361.0,1196.0,324.0,94.0
2333,3375.849999999996,2189.0,1357.0,1196.0,299.0,102.0
2334,3363.0499999999956,2185.0,1358.0,1196.0,300.0,94.0
2335,3366.2499999999955,2225.0,1357.0,1196.0,299.0,134.0
2336,3365.7499999999955,2280.0,1358.0,1196.0,297.0,126.0
2337,3368.5499999999956,2245.0,1358.0,1446.0,296.0,126.0
2338,3372.2499999999955,2406.0,1359.0,1580.0,345.0,134.0
2339,3371.5499999999956,2734.0,1360.0,1606.0,612.0,146.0
2340,3375.7499999999955,2768.0,1359.0,1438.0,642.0,138.0
2341,3366.1499999999955,2960.0,1363.0,1438.0,949.0,130.0
2342,3370.4499999999957,2942.0,1366.0,1479.0,908.0,130.0
2343,3370.9499999999957,2967.0,1368.0,1565.0,951.0,146.0
2344,3361.4499999999957,2928.0,1368.0,1680.0,903.0,167.0
2345,3371.9499999999957,2962.0,1369.0,1657.0,926.0,151.0
2346,3366.349999999996,3039.0,1368.0,1704.0,914.0,147.0
2347,3363.149999999996,2976.0,1375.0,1808.0,835.0,155.0
2348,3367.149999999996,3088.0,1373.0,1664.0,844.0,156.0
2349,3361.049999999996,3040.0,1374.0,1880.0,573.0,146.0
2350,3357.749999999996,3005.0,1373.0,1920.0,646.0,162.0
2351,3356.749999999996,3143.0,1373.0,2080.0,709.0,153.0
2352,3327.9499999999957,2456.0,1318.0,2151.0,421.0,141.0
2353,3330.9499999999957,2487.0,1326.0,1519.0,644.0,140.0
2354,3333.0499999999956,2397.0,1323.0,1423.0,548.0,104.0
2355,3334.5499999999956,2543.0,1318.0,1423.0,536.0,104.0
2356,3336.6499999999955,2429.0,1316.0,1423.0,537.0,104.0
2357,3338.4499999999957,2411.0,1317.0,1423.0,537.0,104.0
2358,3340.9499999999957,2391.0,1321.0,1423.0,515.0,104.0
2359,3342.1499999999955,2409.0,1321.0,1435.0,510.0,104.0
2360,3341.8499999999954,2420.0,1319.0,1423.0,510.0,104.0
2361,3339.549999999995,2430.0,1320.0,1887.0,611.0,96.0
2362,3343.649999999995,2569.0,1322.0,1823.0,508.0,96.0
2363,3344.849999999995,2775.0,1322.0,1728.0,830.0,120.0
2364,3344.0499999999947,2670.0,1324.0,1471.0,812.0,120.0
2365,3346.6499999999946,2748.0,1323.0,1615.0,1080.0,131.0
2366,3354.449999999995,2728.0,1325.0,1950.0,1113.0,127.0
2367,3356.449999999995,2903.0,1333.0,1707.0,1386.0,126.0
2368,3357.6499999999946,2995.0,1387.0,1623.0,854.0,161.0
2369,3357.6499999999946,3374.0,1385.0,2016.0,848.0,123.0
2370,3354.5499999999947,3170.0,1388.0,1833.0,865.0,129.0
2371,3354.6499999999946,3034.0,1421.0,1839.0,1175.0,152.0
2372,3375.2499999999945,3097.0,1453.0,1711.0,963.0,148.0
2373,3379.0499999999947,3088.0,1433.0,1711.0,924.0,149.0
2374,3374.1499999999946,3082.0,1435.0,1711.0,954.0,157.0
2375,3372.8499999999945,3659.0,1438.0,1711.0,970.0,125.0
2376,3358.0499999999943,2909.0,1401.0,1439.0,531.0,85.0
2377,3339.749999999994,2886.0,1396.0,903.0,537.0,89.0
2378,3339.349999999994,2871.0,1374.0,903.0,458.0,68.0
2379,3343.049999999994,2871.0,1374.0,1151.0,490.0,68.0
2380,3342.2499999999936,2628.0,1374.0,1087.0,491.0,64.0
2381,3354.3499999999935,2646.0,1374.0,1087.0,491.0,64.0
2382,3340.3499999999935,2620.0,1374.0,1087.0,459.0,64.0
2383,3341.3499999999935,2677.0,1375.0,1087.0,715.0,64.0
2384,3341.4499999999935,2670.0,1379.0,1159.0,714.0,64.0
2385,3357.3499999999935,2790.0,1419.0,1111.0,845.0,70.0
2386,3374.2499999999936,2789.0,1411.0,1103.0,893.0,114.0
2387,3373.3499999999935,2806.0,1410.0,855.0,892.0,115.0
2388,3375.3499999999935,2824.0,1410.0,1383.0,755.0,115.0
2389,3378.5499999999934,2865.0,1410.0,1391.0,1059.0,130.0
2390,3384.0499999999934,2875.0,1415.0,1399.0,1230.0,154.0
2391,3384.749999999993,2916.0,1415.0,1391.0,1127.0,220.0
2392,3390.0499999999934,2911.0,1390.0,1391.0,1052.0,225.0
2393,3382.4499999999935,2854.0,1391.0,1391.0,1054.0,145.0
2394,3381.9499999999935,2896.0,1410.0,1391.0,1088.0,161.0
2395,3389.2499999999936,2861.0,1405.0,1391.0,873.0,153.0
2396,3379.549999999994,2850.0,1411.0,1391.0,878.0,155.0
2397,3373.549999999994,2870.0,1411.0,1391.0,879.0,172.0
2398,3383.1499999999937,2863.0,1417.0,1391.0,898.0,169.0
2399,3390.049999999994,2875.0,1413.0,1471.0,885.0,190.0
2400,3342.049999999994,2479.0,1383.0,1255.0,1054.0,149.0
2401,3358.949999999994,2454.0,1384.0,1271.0,1056.0,118.0
2402,3367.749999999994,2366.0,1399.0,1135.0,798.0,122.0
2403,3370.749999999994,2365.0,1407.0,1135.0,843.0,126.0
2404,3391.449999999994,2415.0,1417.0,1135.0,857.0,128.0
2405,3407.249999999994,2460.0,1426.0,1135.0,845.0,134.0
2406,3416.449999999994,2475.0,1425.0,1135.0,865.0,119.0
2407,3368.249999999994,2486.0,1400.0,1135.0,803.0,100.0
2408,3367.949999999994,2466.0,1391.0,1135.0,791.0,100.0
2409,3368.449999999994,2460.0,1397.0,1135.0,797.0,100.0
2410,3376.6499999999937,2523.0,1403.0,1231.0,839.0,114.0
2411,3377.2499999999936,2572.0,1415.0,1391.0,897.0,179.0
2412,3367.7499999999936,2672.0,1410.0,1391.0,904.0,163.0
2413,3366.6499999999937,2599.0,1409.0,1391.0,895.0,203.0
2414,3377.449999999994,2710.0,1405.0,1439.0,893.0,191.0
2415,3369.949999999994,2744.0,1404.0,1487.0,912.0,191.0
2416,3373.249999999994,2961.0,1401.0,1487.0,906.0,197.0
2417,3373.5499999999943,3026.0,1403.0,1439.0,908.0,199.0
2418,3368.749999999994,2739.0,1398.0,1375.0,867.0,185.0
2419,3370.749999999994,3082.0,1395.0,1439.0,874.0,197.0
2420,3377.849999999994,3088.0,1395.0,1471.0,858.0,191.0
2421,3397.749999999994,3161.0,1407.0,1407.0,877.0,200.0
2422,3391.849999999994,3099.0,1425.0,1439.0,891.0,197.0
2423,3391.249999999994,3200.0,1405.0,1375.0,881.0,255.0
2424,3379.0499999999943,2474.0,1377.0,815.0,580.0,151.0
2425,3378.8499999999945,2481.0,1378.0,1311.0,716.0,150.0
2426,3351.0499999999943,2445.0,1378.0,815.0,618.0,126.0
2427,3368.5499999999943,2477.0,1378.0,815.0,578.0,126.0
2428,3374.649999999994,2458.0,1391.0,815.0,585.0,102.0
2429,3378.249999999994,2461.0,1397.0,815.0,629.0,103.0
2430,3401.5499999999943,2490.0,1403.0,815.0,641.0,104.0
2431,3398.4499999999944,2515.0,1394.0,815.0,590.0,112.0
2432,3399.7499999999945,2508.0,1416.0,815.0,604.0,116.0
2433,3414.7499999999945,2572.0,1413.0,815.0,573.0,130.0
2434,3423.0499999999947,2571.0,1413.0,1807.0,599.0,154.0
2435,3400.1499999999946,2665.0,1413.0,1367.0,654.0,148.0
2436,3403.449999999995,2535.0,1413.0,1367.0,755.0,132.0
2437,3397.249999999995,2522.0,1413.0,1367.0,1337.0,131.0
2438,3398.949999999995,2530.0,1413.0,1367.0,984.0,123.0
2439,3395.5499999999947,2538.0,1398.0,1367.0,896.0,140.0
2440,3388.1499999999946,2589.0,1392.0,1367.0,879.0,137.0
2441,3388.6499999999946,2549.0,1389.0,1495.0,902.0,136.0
2442,3390.6499999999946,2592.0,1391.0,1495.0,865.0,135.0
2443,3425.1499999999946,2631.0,1389.0,1495.0,866.0,135.0
2444,3398.6499999999946,2634.0,1389.0,1495.0,902.0,138.0
2445,3402.5499999999947,2609.0,1389.0,1495.0,862.0,138.0
2446,3393.1499999999946,2962.0,1398.0,1431.0,888.0,122.0
2447,3396.5499999999947,2876.0,1388.0,1431.0,947.0,124.0
2448,3349.6499999999946,2430.0,1272.0,1310.0,645.0,139.0
2449,3360.6499999999946,2393.0,1284.0,1310.0,693.0,136.0
2450,3358.3499999999945,2314.0,1283.0,1310.0,662.0,120.0
2451,3361.1499999999946,2292.0,1283.0,1310.0,693.0,120.0
2452,3365.0499999999947,2294.0,1291.0,1310.0,614.0,120.0
2453,3368.5499999999947,2286.0,1291.0,1310.0,589.0,120.0
2454,3363.949999999995,2282.0,1292.0,1310.0,557.0,120.0
2455,3343.1499999999946,2264.0,1291.0,1310.0,533.0,120.0
2456,3337.7499999999945,2216.0,1291.0,1310.0,534.0,112.0
2457,3337.5499999999947,2243.0,1279.0,1310.0,515.0,112.0
2458,3346.5499999999947,2754.0,1280.0,1375.0,878.0,137.0
2459,3339.6499999999946,3006.0,1297.0,1375.0,879.0,146.0
2460,3340.0499999999947,2908.0,1303.0,1375.0,888.0,136.0
2461,3336.849999999995,2831.0,1311.0,1672.0,912.0,144.0
2462,3346.449999999995,2940.0,1312.0,1486.0,863.0,184.0
2463,3395.6499999999946,2799.0,1305.0,1550.0,820.0,144.0
2464,3345.0499999999947,2900.0,1299.0,1853.0,833.0,162.0
2465,3350.6499999999946,3094.0,1338.0,1775.0,961.0,128.0
2466,3348.2499999999945,3347.0,1337.0,1519.0,911.0,128.0
2467,3351.0499999999947,3629.0,1338.0,1590.0,939.0,155.0
2468,3351.2499999999945,3805.0,1351.0,1470.0,981.0,243.0
2469,3351.6499999999946,3224.0,1354.0,1504.0,1285.0,261.0
2470,3353.449999999995,3326.0,1357.0,1614.0,926.0,255.0
2471,3352.349999999995,3291.0,1354.0,1534.0,872.0,248.0
2472,3324.449999999995,2427.0,1321.0,2445.0,1141.0,165.0
2473,3324.1499999999946,2511.0,1323.0,3445.0,1099.0,154.0
2474,3319.5499999999947,2316.0,1322.0,1389.0,813.0,106.0
2475,3330.849999999995,2265.0,1341.0,1381.0,844.0,114.0
2476,3329.849999999995,2279.0,1345.0,1381.0,834.0,114.0
2477,3347.949999999995,2301.0,1366.0,1381.0,886.0,122.0
2478,3351.1499999999946,2308.0,1362.0,1381.0,869.0,114.0
2479,3336.8499999999945,2282.0,1359.0,1381.0,921.0,130.0
2480,3336.2499999999945,2291.0,1364.0,1381.0,691.0,130.0
2481,3339.0499999999947,2389.0,1348.0,1445.0,664.0,138.0
2482,3342.6499999999946,2657.0,1350.0,2401.0,1003.0,146.0
2483,3332.7499999999945,2646.0,1353.0,2534.0,997.0,162.0
2484,3319.6499999999946,2591.0,1369.0,2286.0,922.0,155.0
2485,3323.2499999999945,2700.0,1366.0,2411.0,909.0,144.0
2486,3349.0499999999947,2800.0,1370.0,2403.0,858.0,184.0
2487,3342.949999999995,2910.0,1372.0,2321.0,923.0,183.0
2488,3359.1499999999946,2938.0,1372.0,1976.0,928.0,273.0
2489,3378.2499999999945,2877.0,1355.0,2352.0,1005.0,262.0
2490,3360.0499999999947,2893.0,1345.0,1992.0,926.0,263.0
2491,3359.5499999999947,2911.0,1358.0,2128.0,945.0,353.0
2492,3362.7499999999945,2933.0,1353.0,2296.0,1402.0,198.0
2493,3359.8499999999945,3384.0,1352.0,1488.0,1074.0,180.0
2494,3353.6499999999946,4107.0,1353.0,2240.0,1048.0,172.0
2495,3352.449999999995,3630.0,1354.0,2176.0,1227.0,162.0
2496,3296.5499999999947,2843.0,1328.0,1560.0,860.0,167.0
2497,3301.349999999995,2817.0,1333.0,1048.0,842.0,158.0
2498,3298.449999999995,2556.0,1336.0,1048.0,545.0,142.0
2499,3308.0499999999947,2560.0,1338.0,1048.0,555.0,134.0
2500,3328.0499999999947,2603.0,1340.0,1048.0,554.0,134.0
2501,3333.1499999999946,2609.0,1339.0,1048.0,554.0,134.0
2502,3339.5499999999947,2593.0,1342.0,1048.0,313.0,134.0
2503,3315.6499999999946,2593.0,1336.0,1200.0,382.0,134.0
2504,3321.1499999999946,2718.0,1333.0,1152.0,475.0,118.0
2505,3317.6499999999946,2674.0,1330.0,1216.0,485.0,118.0
2506,3317.3499999999945,2959.0,1331.0,1520.0,488.0,198.0
2507,3315.1499999999946,3143.0,1329.0,1992.0,1273.0,186.0
2508,3323.3499999999945,2810.0,1328.0,1160.0,873.0,149.0
2509,3325.4499999999944,2821.0,1329.0,1408.0,872.0,153.0
2510,3327.8499999999945,3108.0,1332.0,2144.0,990.0,159.0
2511,3338.1499999999946,3269.0,1332.0,1787.0,1175.0,155.0
2512,3337.449999999995,3095.0,1332.0,1667.0,1156.0,161.0
2513,3346.849999999995,3318.0,1335.0,1066.0,997.0,214.0
2514,3346.0499999999947,2987.0,1333.0,1322.0,1581.0,167.0
2515,3362.949999999995,3432.0,1334.0,2140.0,997.0,188.0
2516,3376.849999999995,3270.0,1335.0,1706.0,1318.0,167.0
2517,3384.5499999999947,3280.0,1336.0,1626.0,958.0,169.0
2518,3397.349999999995,3349.0,1335.0,2200.0,902.0,165.0
2519,3387.5499999999947,3286.0,1336.0,2263.0,866.0,165.0
2520,3353.949999999995,2238.0,1291.0,1112.0,274.0,99.0
2521,3372.749999999995,2211.0,1290.0,1112.0,275.0,99.0
2522,3351.449999999995,2172.0,1288.0,1112.0,266.0,93.0
2523,3360.449999999995,2170.0,1293.0,1112.0,266.0,93.0
2524,3365.949999999995,2171.0,1294.0,1112.0,266.0,93.0
2525,3369.5499999999947,2174.0,1292.0,1112.0,267.0,93.0
2526,3353.6499999999946,2199.0,1294.0,1112.0,266.0,93.0
2527,3368.449999999995,2231.0,1295.0,1112.0,262.0,93.0
2528,3353.6499999999946,2235.0,1295.0,1112.0,262.0,93.0
2529,3360.3499999999945,2400.0,1311.0,1112.0,319.0,105.0
2530,3358.3499999999945,2849.0,1333.0,1138.0,359.0,121.0
2531,3358.4499999999944,2893.0,1333.0,1176.0,486.0,157.0
2532,3367.3499999999945,2986.0,1331.0,1142.0,380.0,148.0
2533,3358.7499999999945,3086.0,1332.0,1145.0,401.0,141.0
2534,3362.9499999999944,3219.0,1322.0,1199.0,408.0,153.0
2535,3353.7499999999945,3123.0,1293.0,2717.0,898.0,128.0
2536,3363.5499999999947,3084.0,1327.0,1693.0,625.0,165.0
2537,3354.1499999999946,3245.0,1327.0,2221.0,934.0,170.0
2538,3354.1499999999946,3164.0,1331.0,1725.0,1481.0,154.0
2539,3348.6499999999946,3527.0,1329.0,1701.0,876.0,168.0
2540,3353.1499999999946,3530.0,1329.0,1669.0,901.0,168.0
2541,3354.449999999995,3414.0,1332.0,1669.0,902.0,168.0
2542,3363.749999999995,3271.0,1333.0,1685.0,753.0,160.0
2543,3365.649999999995,3214.0,1333.0,1669.0,705.0,164.0
2544,3339.749999999995,2931.0,1333.0,1621.0,672.0,158.0
2545,3360.349999999995,2933.0,1346.0,1669.0,701.0,150.0
2546,3347.5499999999947,2655.0,1343.0,1621.0,610.0,150.0
2547,3344.7499999999945,2599.0,1346.0,1605.0,610.0,150.0
2548,3340.2499999999945,2593.0,1346.0,1605.0,610.0,150.0
2549,3345.3499999999945,2596.0,1329.0,1605.0,583.0,150.0
2550,3343.8499999999945,2609.0,1327.0,1637.0,583.0,150.0
2551,3342.2499999999945,2630.0,1327.0,1637.0,584.0,150.0
2552,3353.1499999999946,2666.0,1326.0,1637.0,582.0,150.0
2553,3347.3499999999945,2654.0,1327.0,1637.0,579.0,150.0
2554,3349.1499999999946,2701.0,1327.0,1637.0,851.0,150.0
2555,3353.2499999999945,2898.0,1326.0,1637.0,1075.0,150.0
2556,3347.1499999999946,2816.0,1327.0,1669.0,825.0,150.0
2557,3343.2499999999945,2820.0,1325.0,1637.0,825.0,154.0
2558,3350.1499999999946,2825.0,1327.0,1637.0,831.0,154.0
2559,3355.8499999999945,2834.0,1326.0,1637.0,826.0,162.0
2560,3352.8499999999945,2908.0,1325.0,1637.0,597.0,162.0
2561,3342.0499999999943,2877.0,1326.0,1741.0,611.0,162.0
2562,3343.249999999994,2867.0,1326.0,1661.0,644.0,162.0
2563,3340.249999999994,2851.0,1325.0,1637.0,642.0,162.0
2564,3338.949999999994,2845.0,1328.0,1637.0,649.0,166.0
2565,3336.849999999994,2968.0,1328.0,1637.0,664.0,160.0
2566,3337.449999999994,2871.0,1328.0,1637.0,682.0,156.0
2567,3334.549999999994,2900.0,1329.0,1637.0,682.0,156.0
2568,3314.6499999999937,2574.0,1322.0,1181.0,632.0,159.0
2569,3319.7499999999936,2600.0,1324.0,1149.0,645.0,157.0
2570,3322.4499999999935,2525.0,1325.0,1149.0,611.0,157.0
2571,3330.0499999999934,2534.0,1324.0,1149.0,610.0,157.0
2572,3330.3499999999935,2547.0,1327.0,1149.0,611.0,157.0
2573,3338.2499999999936,2539.0,1329.0,1149.0,611.0,157.0
2574,3337.9499999999935,2543.0,1331.0,1149.0,611.0,157.0
2575,3335.2499999999936,2561.0,1331.0,1149.0,587.0,157.0
2576,3331.049999999994,2576.0,1329.0,1149.0,570.0,157.0
2577,3335.6499999999937,2584.0,1330.0,1637.0,562.0,157.0
