job_name,organization,job_type,duration,gpu_request,worker_num,gpu_demand,cpu_request,submit_time,cpu_per_gpu
229674,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229635,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229596,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229664,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229672,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229619,13,HP,1516249.0,1.0,1,1.0,192.0,3926950.0,192.0
229694,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229621,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229671,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229643,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229702,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229640,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229669,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229699,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
230043,19,HP,2015661.0,1.0,1,1.0,192.0,4291538.0,192.0
230041,19,HP,2015661.0,1.0,1,1.0,192.0,4291538.0,192.0
230058,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230062,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230069,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230048,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230070,19,HP,719769.0,1.0,1,1.0,192.0,4291430.0,192.0
230060,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230046,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230065,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
229836,19,HP,994414.0,1.0,1,1.0,192.0,6176785.0,192.0
230067,19,HP,719769.0,1.0,1,1.0,192.0,4291430.0,192.0
230052,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230063,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230045,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
229814,19,HP,994414.0,1.0,1,1.0,192.0,6176785.0,192.0
230061,19,HP,719769.0,1.0,1,1.0,192.0,4291430.0,192.0
230051,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230053,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
230054,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230055,19,HP,1670169.0,1.0,1,1.0,192.0,4291430.0,192.0
230047,19,HP,1842969.0,1.0,1,1.0,192.0,4291430.0,192.0
229763,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229923,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229912,19,HP,3218107.0,1.0,1,1.0,192.0,7143127.0,192.0
229919,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229753,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229877,19,HP,8753342.0,1.0,1,1.0,192.0,7144257.0,192.0
229897,19,HP,4778942.0,1.0,1,1.0,192.0,7144257.0,192.0
229642,13,HP,4713485.0,1.0,1,1.0,192.0,1593714.0,192.0
229607,13,HP,5491085.0,1.0,1,1.0,192.0,1593714.0,192.0
229613,13,HP,4713485.0,1.0,1,1.0,192.0,1593714.0,192.0
229704,13,HP,2553485.0,1.0,1,1.0,192.0,1593714.0,192.0
229679,13,HP,1834044.0,1.0,1,1.0,192.0,1593714.0,192.0
230106,19,HP,11685170.0,1.0,1,1.0,192.0,4212429.0,192.0
229601,13,HP,5491085.0,1.0,1,1.0,192.0,1593714.0,192.0
229594,13,HP,5491085.0,1.0,1,1.0,192.0,1593714.0,192.0
229617,13,HP,4713485.0,1.0,1,1.0,192.0,1593714.0,192.0
229668,13,HP,7003415.0,1.0,1,1.0,192.0,81384.0,192.0
230104,19,HP,11708381.0,1.0,1,1.0,192.0,4189218.0,192.0
229705,13,HP,7011940.0,1.0,1,1.0,192.0,72859.0,192.0
230089,19,HP,11708381.0,1.0,1,1.0,192.0,4189218.0,192.0
230086,19,HP,11708381.0,1.0,1,1.0,192.0,4189218.0,192.0
229604,13,HP,7021664.0,1.0,1,1.0,192.0,63135.0,192.0
229824,19,HP,823856.0,1.0,1,1.0,192.0,6347343.0,192.0
229760,19,HP,5531.0,1.0,1,1.0,192.0,7144257.0,192.0
229955,18,HP,2158968.0,1.0,1,1.0,192.0,9632557.0,192.0
229853,19,HP,3214276.0,1.0,1,1.0,192.0,7144257.0,192.0
229808,19,HP,9550256.0,1.0,1,1.0,192.0,6347343.0,192.0
229865,19,HP,823856.0,1.0,1,1.0,192.0,6347343.0,192.0
229866,19,HP,823856.0,1.0,1,1.0,192.0,6347343.0,192.0
229767,19,HP,26942.0,1.0,1,1.0,192.0,7144257.0,192.0
229904,19,HP,26942.0,1.0,1,1.0,192.0,7144257.0,192.0
229667,13,HP,4787785.0,1.0,1,1.0,192.0,1519414.0,192.0
229788,19,HP,2996674.0,1.0,1,1.0,192.0,7144257.0,192.0
229856,19,HP,3007717.0,1.0,1,1.0,192.0,7144257.0,192.0
229707,13,HP,15339528.0,1.0,1,1.0,192.0,39671.0,192.0
229681,13,HP,7045128.0,1.0,1,1.0,192.0,39671.0,192.0
229873,19,HP,9550256.0,1.0,1,1.0,192.0,6347343.0,192.0
229780,19,HP,1774256.0,1.0,1,1.0,192.0,6347343.0,192.0
229875,19,HP,4419642.0,1.0,1,1.0,192.0,6176785.0,192.0
230050,19,HP,1846822.0,1.0,1,1.0,192.0,4114777.0,192.0
229957,18,HP,2158968.0,1.0,1,1.0,192.0,9632557.0,192.0
229739,19,HP,389614.0,1.0,1,1.0,192.0,6176785.0,192.0
230056,19,HP,2019622.0,1.0,1,1.0,192.0,4114777.0,192.0
229940,19,HP,2999.0,1.0,1,1.0,192.0,6347343.0,192.0
229909,19,HP,28072.0,1.0,1,1.0,192.0,7143127.0,192.0
229738,19,HP,8754472.0,1.0,1,1.0,192.0,7143127.0,192.0
229731,19,HP,8754472.0,1.0,1,1.0,192.0,7143127.0,192.0
229562,13,HP,10235135.0,1.0,1,1.0,192.0,0.0,192.0
229557,13,HP,2246399.0,1.0,1,1.0,192.0,0.0,192.0
229837,19,HP,3002254.0,1.0,1,1.0,192.0,7143127.0,192.0
229831,19,HP,3229243.0,1.0,1,1.0,192.0,7143127.0,192.0
229655,13,HP,368.0,1.0,1,1.0,192.0,7143089.0,192.0
230049,13,HP,2073599.0,1.0,1,1.0,192.0,0.0,192.0
230057,13,HP,2073599.0,1.0,1,1.0,192.0,0.0,192.0
230059,13,HP,2073599.0,1.0,1,1.0,192.0,0.0,192.0
230066,13,HP,2073599.0,1.0,1,1.0,192.0,0.0,192.0
229556,13,HP,15897599.0,1.0,1,1.0,192.0,0.0,192.0
229844,19,HP,1241440.0,1.0,1,1.0,192.0,5929759.0,192.0
229935,19,HP,2191840.0,1.0,1,1.0,192.0,5929759.0,192.0
229752,19,HP,1241440.0,1.0,1,1.0,192.0,5929759.0,192.0
229929,19,HP,9190240.0,1.0,1,1.0,192.0,5929759.0,192.0
229858,19,HP,2191840.0,1.0,1,1.0,192.0,5929759.0,192.0
229558,13,HP,8121599.0,1.0,1,1.0,192.0,0.0,192.0
229805,19,HP,8757281.0,1.0,1,1.0,192.0,7140318.0,192.0
229560,13,HP,8121599.0,1.0,1,1.0,192.0,0.0,192.0
229841,19,HP,7979681.0,1.0,1,1.0,192.0,7140318.0,192.0
229791,19,HP,994414.0,1.0,1,1.0,192.0,6176785.0,192.0
229559,13,HP,8121599.0,1.0,1,1.0,192.0,0.0,192.0
229555,13,HP,3974399.0,1.0,1,1.0,192.0,0.0,192.0
229905,19,HP,3000744.0,1.0,1,1.0,192.0,7140318.0,192.0
229916,19,HP,30881.0,1.0,1,1.0,192.0,7140318.0,192.0
229778,19,HP,823856.0,1.0,1,1.0,192.0,6347343.0,192.0
229726,19,HP,8774075.0,1.0,1,1.0,192.0,7123524.0,192.0
229790,19,HP,47675.0,1.0,1,1.0,192.0,7123524.0,192.0
229773,19,HP,47675.0,1.0,1,1.0,192.0,7123524.0,192.0
229850,19,HP,688.0,1.0,1,1.0,192.0,7309275.0,192.0
229849,19,HP,688.0,1.0,1,1.0,192.0,7240776.0,192.0
229737,19,HP,8685008.0,1.0,1,1.0,192.0,7212591.0,192.0
229933,19,HP,909008.0,1.0,1,1.0,192.0,7212591.0,192.0
17633,13,HP,2049052.0,1.0,1,1.0,176.0,13070947.0,176.0
17627,13,HP,2023552.0,1.0,1,1.0,176.0,13096447.0,176.0
17563,13,HP,1766129.0,1.0,1,1.0,176.0,13353870.0,176.0
17593,13,HP,705810.0,1.0,1,1.0,176.0,14500589.0,176.0
17576,13,HP,28053.0,1.0,1,1.0,176.0,15178346.0,176.0
17604,13,HP,714753.0,1.0,1,1.0,176.0,15182846.0,176.0
17624,13,HP,708974.0,1.0,1,1.0,176.0,15188625.0,176.0
17549,13,HP,10225.0,1.0,1,1.0,176.0,6382472.0,176.0
17631,13,HP,37772.0,1.0,1,1.0,176.0,15255027.0,176.0
17539,13,HP,461992.0,1.0,1,1.0,176.0,15262807.0,176.0
17571,13,HP,275165.0,1.0,1,1.0,176.0,6032034.0,176.0
17595,13,HP,565112.0,1.0,1,1.0,176.0,15332487.0,176.0
17589,13,HP,968167.0,1.0,1,1.0,176.0,7153432.0,176.0
17552,13,HP,9540.0,1.0,1,1.0,176.0,6384059.0,176.0
17613,13,HP,10957.0,1.0,1,1.0,176.0,7160242.0,176.0
17572,13,HP,3541327.0,1.0,1,1.0,176.0,2420272.0,176.0
17623,13,HP,556460.0,1.0,1,1.0,176.0,9425018.0,176.0
17585,13,HP,557643.0,1.0,1,1.0,176.0,9432638.0,176.0
