job_name,organization,job_type,duration,gpu_request,worker_num,gpu_demand,cpu_request,submit_time,cpu_per_gpu
321810,19,HP,4835878.0,1.0,1,1.0,192.0,10284121.0,192.0
229828,19,HP,4836064.0,1.0,1,1.0,192.0,10283935.0,192.0
229854,19,HP,4145611.0,1.0,1,1.0,192.0,10283188.0,192.0
229735,19,HP,4145981.0,1.0,1,1.0,192.0,10282818.0,192.0
229772,19,HP,4146228.0,1.0,1,1.0,192.0,10282571.0,192.0
321813,19,HP,5615462.0,1.0,1,1.0,192.0,10282137.0,192.0
229888,19,HP,1641124.0,1.0,1,1.0,192.0,10282075.0,192.0
229881,19,HP,3196686.0,1.0,1,1.0,192.0,10281713.0,192.0
229755,19,HP,5615892.0,1.0,1,1.0,192.0,10281707.0,192.0
229561,13,HP,2505517.0,1.0,1,1.0,192.0,10281682.0,192.0
229799,19,HP,5615931.0,1.0,1,1.0,192.0,10281668.0,192.0
321816,19,HP,163162.0,1.0,1,1.0,192.0,10196871.0,192.0
321807,19,HP,161455.0,1.0,1,1.0,192.0,10195361.0,192.0
229563,13,HP,164474.0,1.0,1,1.0,192.0,10195259.0,192.0
229892,19,HP,1948551.0,1.0,1,1.0,192.0,10153399.0,192.0
229884,19,HP,203556.0,1.0,1,1.0,192.0,10151837.0,192.0
229729,19,HP,5746076.0,1.0,1,1.0,192.0,10151523.0,192.0
229804,19,HP,5746076.0,1.0,1,1.0,192.0,10151523.0,192.0
229857,19,HP,5747256.0,1.0,1,1.0,192.0,10150343.0,192.0
229751,19,HP,5747257.0,1.0,1,1.0,192.0,10150342.0,192.0
229918,19,HP,5747257.0,1.0,1,1.0,192.0,10150342.0,192.0
229838,19,HP,5754519.0,1.0,1,1.0,192.0,10143080.0,192.0
229789,19,HP,5758150.0,1.0,1,1.0,192.0,10139449.0,192.0
229908,19,HP,5758150.0,1.0,1,1.0,192.0,10139449.0,192.0
229818,19,HP,5758150.0,1.0,1,1.0,192.0,10139449.0,192.0
229906,19,HP,5758150.0,1.0,1,1.0,192.0,10139449.0,192.0
229657,13,HP,5761747.0,1.0,1,1.0,192.0,10135852.0,192.0
321809,19,HP,99843.0,1.0,1,1.0,192.0,10135851.0,192.0
229869,19,HP,5502559.0,1.0,1,1.0,192.0,10135840.0,192.0
321812,19,HP,99791.0,1.0,1,1.0,192.0,10135840.0,192.0
229871,19,HP,5761759.0,1.0,1,1.0,192.0,10135840.0,192.0
229725,19,HP,5765371.0,1.0,1,1.0,192.0,10132228.0,192.0
229743,19,HP,5765371.0,1.0,1,1.0,192.0,10132228.0,192.0
229802,19,HP,5768980.0,1.0,1,1.0,192.0,10128619.0,192.0
229748,19,HP,5768982.0,1.0,1,1.0,192.0,10128617.0,192.0
229840,19,HP,5768982.0,1.0,1,1.0,192.0,10128617.0,192.0
229822,19,HP,5768982.0,1.0,1,1.0,192.0,10128617.0,192.0
229689,13,HP,5786419.0,1.0,1,1.0,192.0,10111180.0,192.0
229783,19,HP,5788604.0,1.0,1,1.0,192.0,10108995.0,192.0
229951,18,HP,2158967.0,1.0,1,1.0,192.0,9632557.0,192.0
229950,18,HP,2158967.0,1.0,1,1.0,192.0,9632557.0,192.0
229952,18,HP,2158967.0,1.0,1,1.0,192.0,9632557.0,192.0
229958,18,HP,2158968.0,1.0,1,1.0,192.0,9632557.0,192.0
229953,18,HP,2158967.0,1.0,1,1.0,192.0,9632557.0,192.0
229945,18,HP,6265042.0,1.0,1,1.0,192.0,9632557.0,192.0
229645,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229949,18,HP,2158967.0,1.0,1,1.0,192.0,9632557.0,192.0
229956,18,HP,2158968.0,1.0,1,1.0,192.0,9632557.0,192.0
229650,13,HP,914.0,1.0,1,1.0,192.0,9500861.0,192.0
229622,13,HP,911.0,1.0,1,1.0,192.0,9499948.0,192.0
229623,13,HP,1085979.0,1.0,1,1.0,192.0,5998820.0,192.0
229700,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229597,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229598,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229599,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229660,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
230072,19,HP,1306183.0,1.0,1,1.0,192.0,5088886.0,192.0
230073,19,HP,1325732.0,1.0,1,1.0,192.0,5069335.0,192.0
230071,19,HP,1325717.0,1.0,1,1.0,192.0,5069335.0,192.0
230074,19,HP,1325726.0,1.0,1,1.0,192.0,5069335.0,192.0
229591,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229887,19,HP,3247378.0,1.0,1,1.0,192.0,7123524.0,192.0
229939,19,HP,998075.0,1.0,1,1.0,192.0,7123524.0,192.0
229590,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
230068,19,HP,913633.0,1.0,1,1.0,192.0,5047966.0,192.0
230064,19,HP,913633.0,1.0,1,1.0,192.0,5047966.0,192.0
230044,19,HP,1086433.0,1.0,1,1.0,192.0,5047966.0,192.0
229637,13,HP,308379.0,1.0,1,1.0,192.0,5998820.0,192.0
229744,19,HP,8774075.0,1.0,1,1.0,192.0,7123524.0,192.0
230040,19,HP,1409005.0,1.0,1,1.0,192.0,4898194.0,192.0
230042,19,HP,113264.0,1.0,1,1.0,192.0,4897935.0,192.0
229572,13,HP,11003881.0,1.0,1,1.0,192.0,4893718.0,192.0
229878,19,HP,8752112.0,1.0,1,1.0,192.0,7145487.0,192.0
229797,19,HP,3218978.0,1.0,1,1.0,192.0,7145487.0,192.0
229874,19,HP,8774075.0,1.0,1,1.0,192.0,7123524.0,192.0
229862,19,HP,47675.0,1.0,1,1.0,192.0,7123524.0,192.0
229859,19,HP,998075.0,1.0,1,1.0,192.0,7123524.0,192.0
229678,13,HP,722378.0,1.0,1,1.0,192.0,6362421.0,192.0
229885,19,HP,8752112.0,1.0,1,1.0,192.0,7145487.0,192.0
229793,19,HP,3212977.0,1.0,1,1.0,192.0,7145487.0,192.0
229903,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229817,19,HP,2995481.0,1.0,1,1.0,192.0,7145487.0,192.0
229928,19,HP,9546635.0,1.0,1,1.0,192.0,6350964.0,192.0
229806,19,HP,3783073.0,1.0,1,1.0,192.0,6350964.0,192.0
229934,19,HP,1770635.0,1.0,1,1.0,192.0,6350964.0,192.0
229863,19,HP,820235.0,1.0,1,1.0,192.0,6350964.0,192.0
229724,19,HP,3782814.0,1.0,1,1.0,192.0,6350963.0,192.0
229734,19,HP,4022783.0,1.0,1,1.0,192.0,6350963.0,192.0
229781,19,HP,1772076.0,1.0,1,1.0,192.0,6349523.0,192.0
229911,19,HP,821676.0,1.0,1,1.0,192.0,6349523.0,192.0
229932,19,HP,1772076.0,1.0,1,1.0,192.0,6349523.0,192.0
229764,19,HP,821676.0,1.0,1,1.0,192.0,6349523.0,192.0
229899,19,HP,821676.0,1.0,1,1.0,192.0,6349523.0,192.0
229774,19,HP,822135.0,1.0,1,1.0,192.0,6349064.0,192.0
229792,19,HP,9548535.0,1.0,1,1.0,192.0,6349064.0,192.0
229942,19,HP,1278.0,1.0,1,1.0,192.0,6349064.0,192.0
229876,19,HP,9548535.0,1.0,1,1.0,192.0,6349064.0,192.0
229902,19,HP,822135.0,1.0,1,1.0,192.0,6349064.0,192.0
229746,19,HP,1772535.0,1.0,1,1.0,192.0,6349064.0,192.0
229893,19,HP,9548535.0,1.0,1,1.0,192.0,6349064.0,192.0
229915,19,HP,47675.0,1.0,1,1.0,192.0,7123524.0,192.0
229823,19,HP,47675.0,1.0,1,1.0,192.0,7123524.0,192.0
229606,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229846,19,HP,9550256.0,1.0,1,1.0,192.0,6347343.0,192.0
229784,19,HP,976112.0,1.0,1,1.0,192.0,7145487.0,192.0
229771,19,HP,3217242.0,1.0,1,1.0,192.0,7145487.0,192.0
229727,19,HP,8752112.0,1.0,1,1.0,192.0,7145487.0,192.0
229845,19,HP,25712.0,1.0,1,1.0,192.0,7145487.0,192.0
229589,13,HP,546339.0,1.0,1,1.0,192.0,6538460.0,192.0
229632,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229686,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229639,13,HP,2380249.0,1.0,1,1.0,192.0,3926950.0,192.0
229625,13,HP,220249.0,1.0,1,1.0,192.0,3926950.0,192.0
229691,13,HP,3157849.0,1.0,1,1.0,192.0,3926950.0,192.0
229675,13,HP,911449.0,1.0,1,1.0,192.0,3926950.0,192.0
