hour,jobs_active,gpus_active_requested,capacity_gpus,demand_capacity_ratio
1455,6403.0,10657.55000000001,10412,1.0235833653476767
1456,6419.0,10926.05000000001,10412,1.0493709181713418
1457,6494.0,11491.55000000001,10412,1.103683250096044
1458,6479.0,11375.750000000011,10412,1.0925614675374578
1459,6417.0,11104.65000000001,10412,1.0665242028428745
1460,6428.0,11106.850000000011,10412,1.0667354975028824
1461,6453.0,11277.050000000012,10412,1.0830820207452951
1462,6441.0,11281.550000000012,10412,1.083514214368038
1463,6363.0,10723.850000000011,10412,1.0299510180560902
1464,6187.0,8956.65000000001,10412,0.8602237802535546
1465,6186.0,8897.15000000001,10412,0.8545092201306196
1466,6183.0,8995.15000000001,10412,0.863921436803689
1467,6132.0,8842.350000000011,10412,0.8492460622358827
1468,6142.0,8835.450000000012,10412,0.8485833653476769
1469,6145.0,8852.850000000011,10412,0.850254514022283
1470,6169.0,8898.350000000011,10412,0.8546244717633511
1471,6155.0,8695.750000000011,10412,0.8351661544371889
1472,6174.0,8725.55000000001,10412,0.8380282366500202
1473,6241.0,9166.85000000001,10412,0.8804120245870158
1474,6215.0,9205.95000000001,10412,0.8841673069535161
1475,6238.0,9242.85000000001,10412,0.8877112946600086
1476,6233.0,9425.55000000001,10412,0.905258355743374
1477,6224.0,9775.750000000011,10412,0.9388926238955062
1478,6194.0,9442.450000000012,10412,0.9068814829043422
1479,6194.0,9512.550000000012,10412,0.9136140991164053
1480,6278.0,9589.650000000012,10412,0.9210190165194019
1481,6312.0,9966.350000000013,10412,0.9571984248943539
1482,6286.0,9964.750000000013,10412,0.9570447560507119
1483,6300.0,10040.050000000012,10412,0.9642767960046112
1484,6294.0,10079.250000000011,10412,0.9680416826738389
1485,6347.0,10735.35000000001,10412,1.0310555128697665
1486,6321.0,10963.75000000001,10412,1.0529917402996551
1487,6274.0,11017.45000000001,10412,1.0581492508643882
1488,6172.0,9336.05000000001,10412,0.8966625048021524
1489,6160.0,9570.750000000011,10412,0.9192038033038812
1490,6067.0,8824.65000000001,10412,0.8475461006530935
1491,6087.0,8905.350000000011,10412,0.8552967729542846
1492,6112.0,9022.750000000011,10412,0.8665722243565127
1493,6127.0,9076.950000000012,10412,0.871777756434884
1494,6154.0,9135.150000000012,10412,0.87736746062236
1495,6148.0,9313.650000000012,10412,0.8945111409911652
1496,6143.0,9278.450000000012,10412,0.8911304264310422
1497,6184.0,9228.950000000012,10412,0.8863762965808694
1498,6205.0,9188.650000000012,10412,0.8825057625816377
1499,6221.0,9275.850000000011,10412,0.890880714560124
1500,6247.0,10893.65000000001,10412,1.0462591240875923
1501,6209.0,9751.05000000001,10412,0.9365203611217835
1502,6193.0,9698.55000000001,10412,0.931478102189782
1503,6187.0,9679.750000000011,10412,0.9296724932769891
1504,6237.0,9718.950000000012,10412,0.933437379946217
1505,6237.0,9768.450000000012,10412,0.9381915097963899
1506,6230.0,9721.650000000012,10412,0.9336966961198628
1507,6252.0,10695.950000000012,10412,1.0272714175950837
1508,6207.0,9692.250000000011,10412,0.9308730311179418
1509,6201.0,9740.950000000012,10412,0.9355503265462939
1510,6163.0,9888.350000000011,10412,0.9497070687668087
1511,6134.0,9796.850000000011,10412,0.9409191317710345
1512,6074.0,8945.05000000001,10412,0.8591096811371505
1513,6071.0,8984.85000000001,10412,0.8629321936227439
1514,6093.0,9035.650000000009,10412,0.8678111794083758
1515,6069.0,8944.25000000001,10412,0.8590328467153293
1516,6084.0,8961.45000000001,10412,0.8606847867844803
1517,6085.0,8947.55000000001,10412,0.859349788705341
1518,6098.0,8972.05000000001,10412,0.8617028428736083
1519,6090.0,8930.35000000001,10412,0.8576978486361899
1520,6084.0,9371.55000000001,10412,0.9000720322704582
1521,6109.0,9424.65000000001,10412,0.9051719170188255
1522,6073.0,9376.95000000001,10412,0.9005906646177497
1523,6078.0,9680.15000000001,10412,0.9297109104878996
1524,6069.0,9629.350000000011,10412,0.9248319247022677
1525,6074.0,9694.550000000012,10412,0.9310939300806773
1526,6059.0,9733.650000000012,10412,0.9348492124471776
1527,6069.0,9866.850000000013,10412,0.94764214368037
1528,6123.0,10216.550000000014,10412,0.9812283903188642
1529,6157.0,10215.450000000013,10412,0.9811227429888603
1530,6146.0,10079.750000000013,10412,0.9680897041874772
1531,6157.0,9921.850000000013,10412,0.9529245101805621
1532,6178.0,10063.650000000014,10412,0.9665434114483302
1533,6155.0,10019.850000000015,10412,0.9623367268536318
