submit_hour,jobs,gpu_seconds,gpu_demand
118,160,67468059.4,563.9
119,144,17327009.0,250.4
120,118,12675737.7,245.3
121,89,23803253.3,162.9
122,92,7577333.1,126.3
123,83,5362920.9,127.5
124,89,21572361.6,100.3
125,109,22011711.2,111.5
126,111,14296583.0,114.4
127,140,15406428.2,156.3
128,146,20631457.1,159.4
129,212,53682045.6,514.5
130,233,170382370.4,779.3
131,176,171365134.6,804.4
132,200,22048038.6,507.4
133,226,126761529.8,575.4
134,222,70006842.6,1268.3
135,164,148101376.7,766.4
136,207,164057991.9,1142.3
137,187,34464181.0,864.4
138,106,19014426.5,310.3
139,140,19350500.6,597.4
140,156,36870977.2,683.5
141,118,35195021.4,323.4
142,115,50414760.1,333.3
143,111,18115066.3,185.5
144,123,495747582.0,4608.4
145,96,23928708.6,207.35
146,94,38388591.4,161.3
147,82,18883647.0,199.5
148,85,6581354.8,95.4
149,67,15967313.1,70.4
150,97,22163034.0,205.4
151,221,18025372.1,233.4
152,144,6224284.8,209.3
153,180,15516377.0,344.3
154,166,27846784.0,415.4
155,169,71427070.8,1182.3
156,132,14546961.6,535.4
157,134,17091521.5,611.2
158,166,80694266.0,761.4
159,129,30251590.1,566.3
160,174,33350742.6,1017.3
161,132,28763029.0,482.3
162,150,35177431.6,420.3
163,191,23855732.0,804.4
164,161,23407783.4,714.1
165,124,63062671.2,632.1
166,112,46925357.3,580.4
167,97,21537767.0,471.5
168,77,44694165.9,224.2
169,94,24136026.1,306.5
170,79,10340027.1,162.2
171,71,7581905.1,148.3
172,93,13261565.3,318.4
173,74,12305457.2,171.4
174,64,10845075.6,67.4
175,119,18571884.2,294.4
176,107,12351650.9,215.3
177,89,2333081.0,215.9
178,109,18017778.3,561.7
179,108,85251331.6,490.3
180,86,11779549.9,221.2
181,98,8594903.1,341.4
182,114,20500517.6,570.3
183,128,25913861.0,531.3
184,149,106468325.1,409.4
185,126,75430415.1,328.3
186,129,13328307.8,637.4
187,99,8966807.4,182.4
188,93,28495379.0,253.4
189,120,9528617.1,600.3
190,116,9106695.7,159.4
191,132,93992108.8,668.3
192,106,15447841.2,991.4
193,176,9569012.5,791.3
194,80,30327477.0,82.4
195,102,19994803.8,97.5
196,99,19548283.6,96.3
197,62,19606169.9,58.4
198,73,6532975.2,69.4
199,140,22831348.3,154.3
200,105,6684176.7,139.3
201,72,9654868.3,71.4
202,71,26146478.2,68.3
203,70,20234812.6,87.5
204,110,42841987.2,489.3
205,89,10551455.0,214.4
206,83,4721310.8,109.3
207,71,26329843.0,162.3
208,73,5267417.7,106.3
209,91,17775604.6,168.4
210,72,14665867.6,327.3
211,80,35050643.1,315.4
212,64,19818670.5,63.1
213,75,23565429.8,228.3
214,69,4698386.6,106.4
215,86,8706465.0,344.5
216,74,25976778.2,127.3
217,81,21104948.9,234.9
218,63,12137313.0,134.4
219,68,7120981.5,117.4
220,73,3531061.6,121.5
221,69,18584657.1,147.4
222,67,2037605.2,151.5
223,91,99038309.8,104.4
224,104,21656249.6,114.5
225,76,27373599.6,86.4
226,75,12688316.5,141.4
227,84,10983885.6,132.3
228,78,10936594.7,202.4
229,93,21720056.6,267.4
230,83,16084209.2,225.3
231,84,18556749.4,239.5
232,70,2994111.3,152.3
233,80,14890521.5,231.4
234,88,22930120.0,381.5
235,96,6935397.6,210.3
236,82,11418018.7,140.4
237,73,11146010.1,219.3
238,85,13545969.6,217.5
239,83,19084836.8,231.4
240,95,8000943.9,133.5
241,65,16811708.2,189.4
242,55,718075.7,83.9
243,54,10267551.6,50.4
244,61,21324450.8,57.4
245,49,5950860.9,45.4
246,41,5559363.1,38.3
247,85,27101793.1,90.5
248,87,8872485.5,94.3
249,79,22130284.0,189.3
250,141,58158422.0,531.3
251,172,124827691.6,716.5
252,112,41883894.5,286.3
253,120,19298131.3,487.4
254,161,57100836.7,554.2
255,163,20406043.5,621.3
256,141,29922849.2,450.2
257,138,17935324.3,421.2
258,98,172853743.0,401.1
259,186,49052269.7,3731.8
260,154,82322805.6,724.9
261,107,23446690.1,467.3
262,105,8161357.9,327.5
263,137,13902792.6,847.4
264,119,37158056.6,747.3
265,162,29094124.5,1982.4
266,54,8499557.9,105.4
267,47,5155008.3,53.8
268,47,4367925.8,46.5
269,66,29278692.599999998,59.2
270,105,76781441.2,108.6
271,94,23065063.599999998,120.8
272,114,23402902.0,153.7
273,126,12350057.7,661.6999999999999
274,184,66833389.800000004,2083.6
275,201,58910693.8,3157.6
276,136,19903793.8,974.7
277,140,35112859.2,1274.6
278,166,40354482.1,649.6
279,186,63505143.4,580.7
280,169,30553807.5,1315.3
281,177,44791938.5,1766.9
282,136,7806739.600000001,1466.8
283,176,46084867.8,1203.7
284,150,37337316.1,1439.2
285,89,17644298.1,1030.9
286,138,115041943.9,2334.8
287,114,6713890.1,848.8000000000001
288,108,44853658.7,1079.0
289,51,25737690.5,236.8
290,44,468024.9,90.6
291,48,12783175.7,135.7
292,51,24946490.4,111.1
293,36,256313.7,28.8
294,39,32995077.599999998,55.6
295,68,20097003.5,83.7
296,84,3721034.8,217.8
297,65,66878660.8,552.6999999999999
298,162,31730062.3,1583.7
299,146,328807477.9,963.5
300,117,36099853.9,488.6
301,123,11973548.4,681.8
302,139,74748511.5,508.0
303,170,94915090.2,493.5
304,145,28800943.7,445.7
305,120,20847616.4,593.1
306,102,95698912.2,419.1
307,132,61613596.7,797.6
308,143,18326919.8,683.3
309,72,15058549.0,290.7
310,85,8715063.6,265.7
311,69,5399633.7,183.8
312,78,3260708.8,292.7
313,61,10282107.2,151.7
314,50,3164426.0,43.7
315,47,31010908.5,54.3
316,48,8010972.9,56.6
317,64,8690493.5,57.7
318,83,35218716.8,94.6
319,107,19206290.7,109.7
320,135,23259926.0,159.6
321,165,13700522.100000001,332.7
322,193,159092516.6,925.0
323,199,54941374.9,894.8
324,151,28044074.2,521.6
325,137,41515484.0,661.9
326,199,96586980.7,902.6
327,157,22313671.2,506.9
328,125,13257469.9,363.6
329,162,28935489.5,577.7
330,103,72313013.10000001,191.5
331,104,16234715.5,389.5
332,108,47574374.3,394.5
333,112,30680562.1,432.6
334,124,18057041.1,421.8
335,97,16286874.299999999,235.7
336,82,5153375.800000001,85.8
337,105,12652719.6,183.7
338,89,11146336.6,96.7
339,118,9043646.3,113.5
340,145,5386883.4,151.9
341,141,13121316.9,134.7
342,91,61021000.0,86.5
343,139,22279223.9,144.7
344,140,18348588.3,136.5
345,108,42792296.9,145.9
346,147,193500324.9,615.4
347,230,236793692.3,2388.5
348,84,27950346.6,460.6
349,109,33574726.3,1932.7
350,143,95859520.5,1738.1
351,129,29650671.5,1263.3
352,124,205418852.70000002,1350.6
353,139,145368279.7,1051.2
354,97,34709621.5,462.6
355,73,37522025.25,289.85
356,72,16002324.9,225.6
357,68,7023329.0,170.6
358,74,13140970.8,298.6
359,74,55945172.1,211.7
360,71,25469379.2,402.6
361,69,16450416.1,297.6
362,55,8101061.6,127.6
363,48,5675551.0,69.7
364,45,8811523.7,68.7
365,49,30507348.8,41.8
366,51,10392459.5,75.8
367,64,7916205.0,164.8
368,83,23108010.1,208.7
369,76,13750885.5,347.6
370,76,36144549.800000004,501.7
371,100,19905747.099999998,461.6
372,70,92670174.1,500.6
373,70,6304044.9,309.7
374,104,15657502.7,258.7
375,69,14992493.4,112.7
376,58,5851931.0,164.7
377,77,23897125.2,388.6
378,73,26974568.6,146.8
379,66,7519555.2,198.7
380,59,9845258.5,252.7
381,66,19442091.3,412.8
382,53,23995598.4,131.7
383,59,31138020.7,291.5
384,67,74215028.9,343.7
385,56,9754482.3,175.8
386,45,19030129.6,63.7
387,46,2715398.7,38.8
388,52,32782777.3,46.6
389,51,25747424.9,49.9
390,57,16409060.8,51.7
391,65,16556737.3,71.6
392,80,20223510.4,86.5
393,56,2411829.5999999996,76.8
394,57,12117145.7,82.6
395,70,11002128.8,134.7
396,68,12042733.3,143.6
397,84,24029706.5,167.8
398,82,21560777.6,146.5
399,65,11591153.6,151.7
400,61,7692456.699999999,93.5
401,78,13738762.6,130.7
402,79,8898564.9,133.7
403,77,5776103.100000001,277.5
404,77,9746529.6,375.6
405,84,5979986.6,293.3
406,68,9263082.9,176.4
407,78,20174246.7,296.6
408,67,22201726.5,160.6
409,50,5838925.7,93.9
410,50,17686917.1,43.7
411,43,17005386.599999998,59.6
412,56,9908302.6,48.8
413,50,15974063.3,44.7
414,52,7552304.3,44.8
415,62,13674994.2,98.7
416,81,17099647.7,477.8
417,53,24886313.7,136.7
418,147,69430596.4,931.8
419,148,32157583.0,942.4
420,136,17296002.3,1066.6
421,110,12224720.3,404.6
422,132,21712666.9,751.5
423,147,57350444.5,824.5
424,182,44675411.7,636.3
425,143,19690800.1,769.9
426,133,62444840.0,413.6
427,133,28086003.1,605.5
428,140,49241334.6,1001.6
429,98,16530762.5,580.4
430,98,20809804.3,649.5
431,86,15215296.1,492.5
432,85,18358617.700000003,274.7
433,57,10570066.9,164.7
434,53,4975716.2,109.7
435,64,148215212.4,497.5
436,47,13926765.9,60.8
437,58,26847841.299999997,103.7
438,67,16006550.0,112.5
439,54,10422143.2,112.4
440,94,18455621.3,149.7
441,93,2052035.4,280.7
442,137,142860065.3,716.7
443,153,261379712.3,601.5
444,66,18181475.7,183.7
445,110,117873945.8,264.7
446,124,28802334.0,561.6
447,131,76656346.5,546.5
448,136,22185114.3,507.7
449,136,10757353.8,623.5
450,98,7673109.5,300.8
451,103,13661415.8,319.6
452,105,17681348.9,468.8
453,81,14592144.4,410.8
454,91,3058803.8,402.7
455,62,16420939.3,220.7
456,97,48859012.0,356.7
457,63,5407565.100000001,119.6
458,53,25806021.900000002,78.8
459,47,6656138.8,74.5
460,57,3871369.0999999996,96.7
461,51,4742297.2,83.6
462,62,8785032.5,84.6
463,54,10938518.0,113.6
464,93,13372924.9,120.7
465,112,24241376.1,282.7
466,128,18630288.6,464.6
467,141,51391444.4,855.5
468,116,18962684.0,585.8000000000001
469,93,25539134.3,349.6
470,123,13268399.4,469.1
471,158,42150810.0,642.0
472,158,133653526.0,561.0
473,140,62073758.0,582.0
474,84,5994798.0,343.0
475,106,24715011.0,664.0
476,116,50580973.0,637.0
477,111,30138731.0,376.0
478,95,8428018.0,296.0
479,74,20731574.0,296.0
480,76,5042726.0,246.0
481,70,2771501.0,94.0
482,53,703067.0,66.0
483,57,13134289.0,74.0
484,41,12540892.0,48.0
485,63,16906082.0,75.0
486,61,12411785.0,74.0
487,73,28614760.0,117.0
488,120,19107007.0,247.0
489,80,18869250.0,171.0
490,144,35212295.0,390.0
491,136,55835585.0,501.0
492,86,12755304.0,344.0
493,80,8649297.0,227.0
494,159,63904658.0,1321.7
495,132,108371542.0,722.0
496,116,270360622.0,900.0
497,136,12349718.0,604.0
498,98,4475839.0,335.0
499,103,17262200.0,326.0
500,127,32733985.0,671.0
501,96,13487250.0,371.0
502,94,15711425.0,336.0
503,119,31260557.0,596.0
504,77,9248459.0,271.0
505,70,11656535.0,306.0
506,61,275638.0,108.0
507,54,9921302.0,75.0
508,74,1001608.0,197.0
509,65,9175451.0,87.0
510,77,53069297.0,114.0
511,67,23187131.0,151.0
512,99,13312695.0,143.0
513,86,12818748.0,325.0
514,135,91567699.0,579.0
515,124,27426570.0,623.0
516,104,20198734.0,763.0
517,102,5136956.0,342.0
518,128,262600963.0,816.0
519,166,148850617.0,383.0
520,112,8373158.0,315.0
521,113,17033612.0,407.0
522,93,10919759.0,321.0
523,87,51247694.0,188.0
524,78,56459598.0,319.0
525,73,8579836.0,264.0
526,102,18324369.0,469.0
527,90,10931934.0,409.5
528,68,19641098.0,225.0
529,53,15951819.0,450.0
530,59,25904555.0,108.0
531,57,10619925.8,74.8
532,53,10977927.0,121.0
533,68,14485574.0,110.0
534,67,32498375.0,73.0
535,65,11078964.0,85.0
536,104,23913451.0,270.0
537,53,6870595.0,400.0
538,74,34041860.0,340.0
539,76,67693117.0,451.0
540,110,14875605.0,204.0
541,77,12458792.0,443.0
542,92,12203367.0,1032.0
543,109,23141515.0,535.0
544,84,11070899.5,254.1
545,80,27472716.0,159.0
546,89,11915545.0,183.0
547,65,25703370.0,89.5
548,99,12206103.0,644.0
549,89,16317847.0,551.0
550,95,23446032.0,371.0
551,63,19543134.0,220.0
552,53,2929461.0,68.0
553,65,13839054.0,333.0
554,47,7813633.0,98.0
555,57,5432060.0,110.0
556,54,9645888.0,144.0
557,62,15337769.0,99.0
558,50,19765058.0,58.0
559,59,27315343.0,72.0
560,101,16475426.0,395.0
561,78,12990590.0,751.0
562,86,18868829.0,342.0
563,83,8566025.0,327.0
564,88,14171247.0,551.0
565,83,14755140.0,262.0
566,90,49364196.0,343.0
567,69,19023099.0,231.0
568,92,20169251.0,263.0
569,86,95337097.0,211.0
570,83,8199441.0,199.0
571,82,4831668.0,309.0
572,94,11354198.0,309.0
573,112,253952966.0,191.0
574,111,16286114.0,369.0
575,95,12203109.0,328.0
576,70,15549470.0,274.0
577,47,4386446.0,52.0
578,63,5541539.0,105.0
579,49,344567.0,129.0
580,63,15393405.0,67.0
581,66,18763648.0,71.0
582,69,12177651.0,174.0
583,57,2359630.0,63.0
584,88,10392999.0,104.0
585,114,13601219.0,237.0
586,132,31739068.0,790.0
587,186,80255997.0,842.0
588,105,6125483.0,614.0
589,100,2436235.0,401.0
590,123,57990041.0,812.0
591,131,40994255.0,973.0
592,162,33799010.0,1455.0
593,142,19030351.0,1766.0
594,147,46053395.0,752.0
595,132,20109841.0,1763.0
596,118,20142876.0,1187.0
597,91,87040912.0,501.0
598,88,6566962.0,723.0
599,103,153993263.0,1190.0
600,77,17471224.0,272.0
601,57,12090344.0,347.0
602,57,3166032.0,142.0
603,52,19368352.0,70.0
604,46,2894296.0,60.0
605,61,18575287.0,69.0
606,58,4481876.0,62.0
607,59,2278373.0,67.0
608,99,11510783.0,146.0
609,67,3380227.0,795.0
610,121,26451607.0,977.0
611,135,158961093.0,1349.0
612,85,8844051.0,288.0
613,85,52754213.0,593.0
614,114,286331813.0,499.0
615,136,78662220.6,469.8
616,141,52540269.0,725.0
617,124,81271283.0,612.0
618,109,70141318.0,851.0
619,160,159113455.5,1663.0
620,81,6436091.0,331.5
621,64,7910774.0,1907.0
622,47,7682932.0,882.0
623,84,5859498.9,1594.8
624,93,168706503.0,1169.0
625,73,22974155.0,480.0
626,58,3404922.0,375.0
627,56,23568227.0,103.0
628,57,13520253.0,69.0
629,74,13228787.0,105.0
630,71,8911205.0,86.0
631,71,11720751.0,99.0
632,116,4336990.0,360.0
633,80,26033114.5,475.0
634,136,146918823.0,1497.0
635,120,133628560.0,870.0
636,56,9063590.0,294.0
637,90,25013265.0,409.0
638,124,130486502.0,786.0
639,121,49729172.0,742.0
640,122,84259739.2,1350.4
641,102,3389336.5,957.5
642,59,788678.0,302.0
643,98,13749594.0,833.0
644,123,99689022.0,785.0
645,66,56221181.0,297.0
646,81,7621624.0,782.0
647,67,18007852.0,663.0
648,63,11039601.0,160.0
649,57,15776457.0,208.0
650,48,14219015.0,92.0
651,46,4663575.0,115.0
652,52,2501185.0,66.0
653,69,7242790.0,109.0
654,63,42088328.0,78.0
655,65,11639860.0,118.0
656,105,8356651.0,150.0
657,72,13047949.0,450.0
658,101,3587351.0,570.0
659,105,82053688.0,847.0
660,84,12939170.0,417.0
661,87,12887352.0,706.0
662,122,48858022.1,1048.4
663,65,9450607.0,676.0
664,84,47781814.5,1098.5
665,102,60073714.0,1049.0
666,40,3475234.0,138.0
667,94,5547738.0,506.0
668,56,17282339.0,360.5
669,44,27100777.0,480.5
670,41,19868680.0,273.0
671,35,5751788.0,576.0
672,53,43952888.2,516.4
673,24,292871.0,75.0
674,25,14261040.0,90.0
675,22,527939.4,73.4
676,27,298345.0,57.0
677,27,1025812.0,41.0
678,39,14506581.0,91.0
679,34,5409108.0,45.0
680,73,6224726.0,253.0
681,42,104623340.0,286.5
682,89,13646151.5,635.5
683,96,29964894.0,1054.0
684,54,74229124.0,745.0
685,47,9115386.0,304.0
686,73,82383302.0,237.0
687,94,19939445.0,398.0
688,144,78377630.5,867.0
689,103,27067283.0,670.0
690,49,58083441.0,273.0
691,39,4392400.0,304.0
692,70,20331688.0,481.0
693,71,15734026.0,593.0
694,69,11607438.0,715.4
695,44,7737516.0,542.5
696,78,5557185.0,837.0
697,70,35874399.0,689.0
698,53,21699328.0,118.0
699,45,6705124.5,61.5
700,47,7584103.0,64.0
701,50,9843488.0,71.0
702,49,11102539.0,67.0
703,47,10873907.0,56.0
704,86,12037353.0,210.0
705,37,189703.0,76.0
706,56,25578213.0,143.0
707,62,16894780.0,291.0
708,60,8386895.0,176.0
709,53,8211345.0,162.0
710,77,7442965.0,116.0
711,52,5382537.0,195.0
712,50,35289000.0,1177.0
713,61,11769674.0,177.0
714,49,29191146.0,127.0
715,61,484290.0,96.0
716,60,10888974.0,105.0
717,52,4315092.0,88.0
718,46,4424265.0,93.0
719,54,20338029.0,193.0
720,68,11829088.0,209.0
721,50,13858280.0,128.0
722,43,735618.0,79.0
723,50,1312395.0,79.0
724,50,4643847.0,86.0
725,56,12414677.0,92.0
726,56,14245264.0,73.0
727,58,13421341.0,66.0
728,116,25909951.0,161.0
729,64,1627042.0,284.0
730,74,15478187.0,325.0
731,75,61510641.0,508.0
732,78,13939833.0,101.0
733,75,10963052.0,97.0
734,74,11757370.0,124.0
735,75,23474078.0,1214.0
736,88,23430560.0,157.0
737,98,6344519.0,1501.0
738,94,16886657.0,480.0
739,101,16812251.0,274.0
740,96,6603072.0,331.0
741,71,1716789.0,446.0
742,89,21537760.0,1436.0
743,100,7726724.0,534.0
744,70,6646824.0,697.0
745,50,6581364.0,318.0
746,66,38655438.0,502.0
747,50,14268027.0,128.0
748,36,5564827.0,53.0
749,43,6276861.0,108.0
750,52,27099714.0,123.0
751,52,11687081.0,127.0
752,99,11835866.0,141.0
753,69,20061088.0,732.0
754,127,143994494.0,790.0
755,118,37894354.0,522.0
756,78,5440260.0,277.0
757,86,31383077.0,438.0
758,128,164489205.0,404.0
759,111,43389307.2,459.4
760,104,35260834.0,460.0
761,124,85492875.0,796.0
762,103,39827363.0,729.0
763,138,19391614.0,1524.0
764,115,32964684.0,572.0
765,123,30094683.0,1665.0
766,122,19949456.0,1800.0
767,105,14694721.0,546.0
768,92,53252865.2,724.3
769,66,10893825.0,350.0
770,61,9345223.0,134.0
771,65,12926680.0,108.0
772,55,44434226.0,85.0
773,50,5886372.0,71.0
774,87,82034225.0,399.0
775,62,5590461.0,92.0
776,112,11440405.0,337.0
777,65,12068711.0,93.0
778,118,65830800.4,1090.6
779,116,102014053.0,1712.5
780,74,14795514.0,1816.5
781,49,1217428.0,538.0
782,143,137746203.0,1255.0
783,90,14941204.0,1534.0
784,119,32883142.5,1495.0
785,175,24171021.0,928.0
786,80,13667732.0,1040.0
787,107,49289980.0,707.0
788,117,19944130.0,998.0
789,128,10345921.0,880.0
790,119,13233583.0,373.0
791,107,2528310.0,301.0
792,127,59936361.0,583.0
793,66,6721819.0,372.0
794,76,1322525.0,228.0
795,56,14221473.1,145.8
796,46,230813.0,100.0
797,54,5874986.0,83.0
798,73,15831759.0,430.0
799,55,11484326.0,84.0
800,96,23299116.0,436.0
801,66,5376002.0,147.0
802,93,13097081.0,861.0
803,117,31925718.0,1268.0
804,125,157122156.0,1669.0
805,130,4760751.2,1157.3
806,150,125418083.0,1986.0
807,173,154960866.4,718.4
808,152,58221195.0,889.4
809,126,43961074.0,1091.0
810,107,11100646.0,352.0
811,126,10425968.0,420.0
812,102,18730692.0,227.0
813,114,13766867.0,667.0
814,82,21260724.0,232.0
815,73,6183028.0,323.0
816,88,12533180.0,302.0
817,63,26523310.0,257.0
818,60,5704035.0,154.0
819,63,5524020.0,172.0
820,49,2835965.0,120.0
821,55,835953.0,146.0
822,56,4898796.0,93.0
823,56,6245516.0,127.0
824,89,3943424.9,153.1
825,56,24161943.0,227.0
826,77,37078903.0,846.0
827,63,8024617.0,654.0
828,74,2260845.3,787.7
829,50,2573443.0,159.0
830,55,14860945.2,403.2
831,60,13042083.0,884.0
832,37,1445756.0,206.0
833,68,2342767.0,630.0
834,72,14322259.0,2438.0
835,74,15351742.0,876.0
836,63,82770419.8,595.4
837,62,3098058.6,694.4
838,49,460287.0,130.0
839,62,2419143.0,498.4
840,96,6052568.0,284.0
841,69,23489201.0,290.0
842,37,3549209.6,63.8
843,38,935451.0,83.0
844,34,671924.0,48.0
845,36,10778539.0,58.0
846,42,394426.0,46.0
847,44,7382764.0,67.0
848,111,10970791.0,538.0
849,70,25250018.0,611.0
850,48,80057856.0,1088.0
851,43,879139.0,122.0
852,53,1007410.0,89.0
853,47,7208840.0,86.0
854,58,2147909.0,244.0
855,47,4805513.0,181.0
856,36,2537453.0,71.0
857,58,2378751.0,82.0
858,36,9569911.0,49.0
859,47,4405071.0,73.0
860,55,6665905.0,97.0
861,118,4330308.0,430.0
862,119,16331092.0,770.0
863,134,13465094.0,1240.0
864,98,29372366.0,882.0
865,108,1574092.0,598.0
866,119,4604332.0,757.0
867,91,1418967.0,941.0
868,95,1315865.0,959.0
869,68,932690.0,938.0
870,91,8017797.0,807.0
871,74,8173220.0,408.0
872,124,8997302.0,230.0
873,91,19785229.0,209.0
874,92,12198948.0,219.0
875,64,11333680.0,124.0
876,71,39244943.0,1218.0
877,112,13753734.0,766.0
878,142,8903979.0,524.0
879,138,8943274.0,974.0
880,140,2923213.0,434.0
881,124,2192789.0,463.0
882,103,4761262.0,353.0
883,140,6290340.0,469.0
884,77,3390860.0,272.0
885,54,661362.0,160.0
886,58,695559.0,191.0
887,63,1348226.0,474.0
888,62,16015159.0,520.0
889,58,6344371.0,412.0
890,36,2985453.0,138.0
891,32,157991.0,50.0
892,30,1622174.0,66.0
893,32,1029156.0,38.0
894,41,1485141.0,46.0
895,41,808454.0,46.0
896,86,3004350.0,129.0
897,50,8658713.0,246.0
898,179,30370928.0,798.0
899,174,55707525.0,3791.5
900,154,4731587.0,882.0
901,168,21798338.0,1394.0
902,204,15529309.0,1289.0
903,211,17030268.0,1629.0
904,185,45822656.0,1171.0
905,199,21007240.0,1394.0
906,152,2885873.0,596.0
907,86,5785497.0,369.0
908,110,13777252.0,842.0
909,74,20008398.0,500.0
910,48,1461515.0,708.0
911,53,19446328.0,924.0
912,55,72390339.0,235.0
913,73,10029281.0,701.0
914,36,1059486.0,132.0
915,35,5112704.0,122.0
916,26,4830394.0,36.0
917,51,745529.0,70.0
918,51,1145505.0,64.0
919,39,2916910.0,51.0
920,71,531651.0,84.0
921,47,2025594.0,101.0
922,105,7287147.0,2073.0
923,187,39683536.0,3029.0
924,182,66189104.0,2102.0
925,188,7998801.0,1390.0
926,156,35579743.6,1206.4
927,198,78437058.0,2032.0
928,226,19249575.0,2272.0
929,133,150493415.0,1944.0
930,117,12482491.0,1571.0
931,131,43860681.0,2037.0
932,118,37203896.0,848.0
933,95,18064090.0,382.0
934,95,26609760.0,1755.0
935,73,19643707.0,1082.0
936,54,27395050.0,2117.0
937,60,37860302.0,158.0
938,47,1709752.0,94.0
939,34,3142106.4,45.8
940,32,129620.0,103.0
941,43,3647140.0,63.0
942,45,639323.0,54.0
943,51,2527547.0,65.0
944,41,5084901.0,94.0
945,58,2752954.0,590.0
946,171,83964567.2,1151.8
947,146,47739628.0,1234.0
948,101,2149831.0,544.0
949,51,4569626.0,854.0
950,120,77393634.0,1594.0
951,213,159679697.0,884.0
952,147,48943409.0,1126.0
953,153,59706323.0,1670.0
954,125,42950595.0,402.0
955,97,23779568.0,629.0
956,100,8630858.0,627.0
957,83,27965551.0,482.0
958,78,8069724.0,871.0
959,84,42969220.0,1186.0
960,56,13602439.7,577.1
961,38,9514599.0,97.0
962,30,10620137.0,55.0
963,27,4091983.0,80.0
964,28,10985514.0,37.0
965,37,5021869.2,47.1
966,41,1765683.0,113.0
967,87,3395689.0,102.0
968,37,5576528.0,139.0
969,42,4341456.0,87.0
970,90,55390599.0,755.0
971,87,9243678.0,610.0
972,66,13824562.0,666.0
973,71,22247316.2,437.1
974,134,20416886.0,1591.0
975,176,234376725.0,546.0
976,143,25044014.0,2196.0
977,90,26178425.0,2185.0
978,96,27428843.2,1524.4
979,98,37547031.0,661.0
980,91,34491528.0,684.0
981,80,10933396.0,327.0
982,64,24424418.0,256.0
983,60,36472770.0,918.0
984,89,27474369.0,422.0
985,38,791014.0,114.0
986,45,2378914.0,184.0
987,30,6127090.0,187.0
988,29,7095039.0,53.0
989,37,5507549.0,49.0
990,35,636168.0,44.0
991,33,3979231.0,41.0
992,25,177256.0,33.0
993,65,7301292.0,517.0
994,73,35318663.0,841.0
995,98,49976498.0,1457.0
996,50,3551734.0,237.0
997,59,1452318.0,382.0
998,104,48577774.0,1247.0
999,140,69386194.0,1889.0
1000,144,35955526.0,728.0
1001,100,39618808.0,1042.0
1002,59,7486328.0,1164.0
1003,51,33012927.0,179.0
1004,71,41138108.0,1061.0
1005,58,122007454.0,1216.0
1006,56,12716844.0,1301.0
1007,54,5845909.0,521.0
1008,52,5676838.1,440.1
1009,39,6229542.0,318.0
1010,18,157369.0,53.0
1011,19,136699.0,23.0
1012,15,79761.0,18.0
1013,26,13175269.0,34.0
1014,25,9641200.0,539.0
1015,27,4295372.0,96.0
1016,19,730609.0,34.0
1017,47,16136840.0,1418.0
1018,95,144301926.0,1657.0
1019,108,28293975.0,1591.0
1020,123,8799479.0,1123.0
1021,123,22093599.0,1540.0
1022,187,187342983.0,2063.0
1023,144,210227476.0,1690.0
1024,208,58806860.0,1244.0
1025,193,53223011.0,939.0
1026,220,47455027.0,1102.0
1027,116,35720364.0,419.0
1028,123,28424468.0,448.0
1029,129,79525890.0,424.0
1030,115,9130983.0,184.0
1031,135,33707952.0,301.0
1032,127,12101872.0,282.0
1033,110,40132416.0,270.0
1034,102,23112915.0,176.0
1035,97,19936516.0,108.0
1036,104,12208402.0,127.0
1037,125,15197434.0,152.0
1038,111,13082287.0,127.0
1039,107,35544548.0,117.0
1040,105,33066701.0,190.0
1041,124,19070848.0,252.0
1042,172,22886563.0,405.0
1043,133,38227638.0,222.0
1044,150,26517790.0,233.0
1045,167,41232143.0,497.0
1046,138,18246388.0,248.0
1047,140,16959034.0,513.0
1048,179,12001857.0,306.0
1049,150,12494408.0,340.0
1050,121,10382163.0,217.0
1051,134,17320501.0,224.0
1052,140,10435115.0,185.0
1053,132,3920190.0,375.0
1054,128,11182436.0,211.0
1055,133,23483989.0,310.0
1056,125,6790131.0,187.0
1057,117,18850678.0,658.0
1058,108,10224537.0,253.0
1059,116,25183130.0,145.0
1060,114,24395231.0,307.0
1061,123,11770367.0,346.0
1062,115,17319191.0,238.5
1063,118,17864207.5,123.0
1064,128,17376752.5,146.0
1065,139,41396748.0,310.0
1066,119,86923782.0,934.0
1067,100,17575772.5,158.0
1068,92,4810670.5,165.0
1069,124,4062730.0,166.5
1070,140,20385219.5,510.5
1071,120,22681907.5,271.0
1072,157,10060775.5,254.0
1073,108,5020297.5,239.0
1074,107,5443591.5,241.0
1075,72,7347482.5,137.5
1076,98,5490932.0,152.5
1077,111,18890902.0,191.5
1078,117,15009676.5,409.0
1079,137,23344039.0,382.5
1080,144,20516966.5,276.0
1081,153,18612334.5,219.0
1082,120,10223273.0,176.0
1083,102,3148023.5,122.5
1084,98,8539158.0,142.0
1085,130,23934332.0,165.0
1086,123,15144293.0,419.5
1087,98,19522130.0,140.0
1088,92,693359.5,106.5
1089,107,5571368.5,138.0
1090,193,98502031.0,607.5
1091,215,55617071.5,1442.0
1092,119,3880760.5,418.5
1093,129,14752336.0,539.5
1094,157,32831728.5,854.0
1095,135,53264390.5,1464.0
1096,176,53961734.5,1090.0
1097,155,81230439.5,914.0
1098,123,8876815.5,273.0
